index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex
251,255.0 to 255.875,6,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
252,256.0 to 256.75,12,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1]",8,cMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
253,257.0 to 257.875,16,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",8,gMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,chr,FGAB,mediumpurple,10
254,258.0 to 258.875,1,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
255,259.0 to 259.875,1,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-IV/vii,F#G-ACE,salmon,16
256,260.0 to 260.875,15,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
257,261.0 to 261.875,0,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0,c#Major,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,VofG,D-F#A,greenyellow,15
258,262.0 to 262.75,4,"[1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
259,263.0 to 263.875,10,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
260,264.0 to 264.75,15,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
261,265.0 to 265.75,6,"[1, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 2]",2,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,GmajTriad,GBD,orange,13
262,266.0 to 266.875,15,"[3, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj1-4tet,C-DEF,blue,3
263,267.0 to 267.875,13,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",4,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
264,268.0 to 268.75,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
265,269.0 to 269.6666667,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
266,270.0 to 270.8333333,5,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj3rd5th,BD-G,gold,17
267,271.0 to 271.75,12,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0]",8,cMinor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,AminTriad,ACE,steelblue,14
268,272.0 to 272.625,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",6,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Gmaj-root,G-BD,red,9
269,273.0 to 273.6666667,13,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2]",4,eMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj5-1tet,BC-AG,darkviolet,12
270,274.0 to 274.875,17,"[2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1]",7,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,CmajTriad,CEG,blueviolet,5
271,275.0 to 275.875,19,"[1, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0]",5,fMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,4ofC,F-AC,cyan,1
272,276.0 to 276.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj3rd5th,EG-C,mediumvioletred,8
273,277.0 to 277.875,10,"[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj2-5tet,DEFG,violet,6
274,278.0 to 278.75,18,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,V-IofC,D-GBC,crimson,11
275,279.0 to 279.0,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,cMajor,Piano Sonata K282 i Eb major.mid by Mozart.csv,1775,Cmaj-root,C-EG,slateblue,2
