index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
320,324.0 to 324.75,8,"[0, 0, 0, 1, 4, 0, 0, 0, 1, 0, 0, 0]",9,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
321,325.0 to 325.75,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
322,326.0 to 326.75,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
323,327.0 to 327.75,4,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",1,g#Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
324,328.0 to 328.75,17,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
325,329.0 to 329.75,9,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
326,330.0 to 330.5,11,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",6,g#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
327,331.0 to 331.5,4,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",3,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
328,332.0 to 332.75,8,"[0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0]",9,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
329,333.0 to 333.75,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
330,334.0 to 334.75,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
331,335.0 to 335.75,12,"[1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
332,336.0 to 336.75,2,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
333,337.0 to 337.75,9,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
334,338.0 to 338.5,11,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
335,339.0 to 339.5,2,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
336,340.0 to 340.5,8,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0]",9,eMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
337,341.0 to 341.5,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",9,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
338,342.0 to 342.5,8,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
339,343.0 to 343.5,8,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]",9,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
340,344.0 to 344.5,8,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
341,345.0 to 345.5,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
342,346.0 to 346.5,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
343,347.0 to 347.5,9,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
344,348.0 to 348.5,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
345,349.0 to 349.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
346,350.0 to 350.75,5,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
347,351.0 to 351.75,9,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
348,352.0 to 352.5,6,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
349,353.0 to 353.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
350,354.0 to 354.75,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
351,355.0 to 355.75,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
352,356.0 to 356.5,10,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
353,357.0 to 357.5,6,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
354,358.0 to 358.75,3,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
355,359.0 to 359.75,3,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",1,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
356,360.0 to 360.5,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
357,361.0 to 361.5,4,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
358,362.0 to 362.75,3,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
359,363.0 to 363.75,3,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",1,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
360,364.0 to 364.75,15,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
361,365.0 to 365.75,6,"[0, 0, 2, 1, 0, 2, 0, 1, 1, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
362,366.0 to 366.75,6,"[1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
363,367.0 to 367.75,6,"[0, 0, 2, 1, 0, 2, 0, 1, 1, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
364,368.0 to 368.75,19,"[1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
365,369.0 to 369.75,15,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
366,370.0 to 370.75,17,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
367,371.0 to 371.75,5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",7,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
368,372.0 to 372.5,12,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
369,373.0 to 373.5,9,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
370,374.0 to 374.5,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
371,375.0 to 375.75,17,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
372,376.0 to 376.5,0,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
373,377.0 to 377.5,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
374,378.0 to 378.5,0,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
375,379.0 to 379.5,17,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",9,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
376,380.0 to 380.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
377,381.0 to 381.5,18,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",2,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
378,382.0 to 382.75,18,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
379,383.0 to 383.75,18,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
380,384.0 to 384.5,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
381,385.0 to 385.5,4,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
382,386.0 to 386.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
383,387.0 to 387.5,6,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
384,388.0 to 388.5,4,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
385,389.0 to 389.5,8,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
386,390.0 to 390.75,16,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
387,391.0 to 391.75,10,"[0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
388,392.0 to 392.5,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
389,393.0 to 393.5,9,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
390,394.0 to 394.5,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
391,395.0 to 395.5,6,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
392,396.0 to 396.75,15,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
393,397.0 to 397.75,6,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
394,398.0 to 398.75,16,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
395,399.0 to 399.75,17,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
396,400.0 to 400.5,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
397,401.0 to 401.5,9,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
398,402.0 to 402.5,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
399,403.0 to 403.5,6,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
400,404.0 to 404.75,8,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
401,405.0 to 405.75,5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",7,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
402,406.0 to 406.75,6,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
403,407.0 to 407.5,9,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
404,408.0 to 408.5,1,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
405,409.0 to 409.5,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
406,410.0 to 410.5,6,"[0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0]",2,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
407,411.0 to 411.5,15,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
408,412.0 to 412.5,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
409,413.0 to 413.5,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
410,414.0 to 414.0,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
411,415.0 to 415.75,17,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
412,416.0 to 416.5,0,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
413,417.0 to 417.5,9,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
414,418.0 to 418.5,0,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
415,419.0 to 419.5,9,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
416,420.0 to 420.5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
417,421.0 to 421.5,14,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
418,422.0 to 422.5,9,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
419,423.0 to 423.5,14,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
420,424.0 to 424.75,2,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",6,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
421,425.0 to 425.75,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
422,426.0 to 426.75,6,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1,b-Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
423,427.0 to 427.75,0,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
424,428.0 to 428.5,17,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",3,f#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
425,429.0 to 429.5,17,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
426,430.0 to 430.5,17,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
427,431.0 to 431.5,17,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",4,aMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
428,432.0 to 432.5,16,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
429,433.0 to 433.5,16,"[0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]",0,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
430,434.0 to 434.5,11,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
431,435.0 to 435.5,11,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,bMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
432,436.0 to 436.5,5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
433,437.0 to 437.5,10,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
434,438.0 to 438.5,5,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",7,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
435,439.0 to 439.5,17,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
436,440.0 to 440.5,9,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
437,441.0 to 441.5,8,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
438,442.0 to 442.5,9,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
439,443.0 to 443.75,17,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
440,444.0 to 444.5,6,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
441,445.0 to 445.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
442,446.0 to 446.75,10,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
443,447.0 to 447.75,10,"[0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
444,448.0 to 448.5,6,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
445,449.0 to 449.5,5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
446,450.0 to 450.75,10,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
447,451.0 to 451.75,10,"[0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
448,452.0 to 452.5,6,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
449,453.0 to 453.5,6,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",2,fMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
450,454.0 to 454.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
451,455.0 to 455.5,7,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
452,456.0 to 456.75,1,"[1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
453,457.0 to 457.75,2,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
454,458.0 to 458.75,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
455,459.0 to 459.75,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
456,460.0 to 460.5,6,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
457,461.0 to 461.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
458,462.0 to 462.5,9,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
459,463.0 to 463.5,2,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",3,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
460,464.0 to 464.75,1,"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
461,465.0 to 465.75,16,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0]",4,e-Minor,Piano Sonata K333 i Bb major.mid by Mozart.csv
462,466.0 to 466.75,1,"[0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
463,467.0 to 467.75,10,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
464,468.0 to 468.75,6,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",1,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
465,469.0 to 469.875,5,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",5,gMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
466,470.0 to 470.75,16,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
467,471.0 to 471.75,7,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",0,cMinor,Piano Sonata K333 i Bb major.mid by Mozart.csv
468,472.0 to 472.75,1,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
469,473.0 to 473.75,1,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
470,474.0 to 474.0,10,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
471,476.0 to 476.0,13,"[3, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",8,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
472,477.5 to 477.75,0,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
473,478.0 to 478.5,9,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
474,479.0 to 479.5,12,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
475,480.0 to 480.5,2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
476,481.0 to 481.0,18,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]",2,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
477,482.5 to 482.5,18,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",2,c#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
478,483.0 to 483.5,15,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
479,484.0 to 484.5,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0,dMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
480,485.0 to 485.5,9,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
