index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
0,0.0 to 2.0,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
1,3.0 to 5.0,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",2,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
2,6.0 to 8.0,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
3,9.0 to 11.5,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
4,12.0 to 14.5,"[1, 0, 2, 0, 1, 2, 0, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
5,15.0 to 17.5,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
6,18.0 to 20.5,"[2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
7,21.0 to 23.5,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
8,24.0 to 26.5,"[1, 0, 2, 0, 1, 2, 0, 2, 0, 0, 0, 1]",3,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
9,27.0 to 29.5,"[0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
10,30.0 to 32.375,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
11,33.0 to 35.75,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
12,36.0 to 38.75,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
13,39.0 to 41.75,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
14,42.0 to 44.875,"[0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
15,45.0 to 47.75,"[2, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
16,48.0 to 50.75,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1]",6,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
17,51.0 to 53.75,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
18,54.0 to 56.0,"[0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2]",0,gMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
19,57.0 to 58.0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
20,60.0 to 61.5,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0]",6,cMinor,Piano Sonata K570 i Bb major.mid by Mozart.csv
21,63.0 to 64.5,"[0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 1]",1,eMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
22,66.0 to 68.83333333,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
23,69.0 to 71.75,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
24,72.0 to 74.5,"[2, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
25,75.0 to 77.5,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",9,cMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
26,78.0 to 80.83333333,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",3,fMajor,Piano Sonata K570 i Bb major.mid by Mozart.csv
