index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
80,243.0 to 245.0,"[2, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
81,246.0 to 248.5,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 3]",7,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
82,249.0 to 251.5,"[2, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1]",6,fMajor,Piano Sonata K332 i F major.mid by Mozart.csv
83,252.0 to 254.875,"[1, 0, 1, 2, 2, 0, 0, 1, 0, 1, 0, 3]",7,gMinor,Piano Sonata K332 i F major.mid by Mozart.csv
84,255.0 to 257.875,"[3, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1]",6,dMajor,Piano Sonata K332 i F major.mid by Mozart.csv
85,258.0 to 260.875,"[1, 0, 2, 0, 0, 0, 0, 3, 0, 1, 0, 3]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
86,261.0 to 263.875,"[1, 0, 2, 0, 1, 0, 1, 3, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
87,264.0 to 266.875,"[1, 0, 1, 0, 0, 0, 0, 4, 0, 1, 0, 2]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
88,267.0 to 269.875,"[1, 0, 2, 0, 1, 0, 1, 3, 0, 1, 0, 1]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
89,270.0 to 272.5,"[0, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 3]",0,gMajor,Piano Sonata K332 i F major.mid by Mozart.csv
