index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
126,252.0 to 253.5,"[1, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
127,254.0 to 255.875,"[1, 0, 0, 0, 3, 0, 0, 0, 2, 2, 0, 1]",9,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
128,256.0 to 257.875,"[2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2]",6,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
129,258.0 to 259.875,"[2, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2]",6,cMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
130,260.0 to 261.0,"[0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 1]",9,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
131,262.0 to 263.5,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]",9,eMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
132,264.0 to 265.625,"[0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 1]",9,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
133,266.0 to 267.625,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",6,bMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
134,268.0 to 269.75,"[0, 0, 1, 0, 3, 1, 0, 1, 0, 1, 1, 0]",9,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
135,270.0 to 271.75,"[0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1]",8,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
136,272.0 to 273.625,"[0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 0, 0]",1,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
137,274.0 to 275.625,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
138,276.0 to 277.75,"[1, 0, 3, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1,fMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
139,278.0 to 279.75,"[1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
140,280.0 to 281.625,"[2, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
141,282.0 to 283.625,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
142,284.0 to 285.625,"[2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
143,286.0 to 287.625,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
144,288.0 to 289.875,"[2, 0, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
145,290.0 to 291.75,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1]",0,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
146,292.0 to 293.625,"[3, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
147,294.0 to 295.625,"[1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
148,296.0 to 297.875,"[2, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
149,298.0 to 299.875,"[1, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1]",4,gMinor,Piano Sonata K279 iii C major.mid by Mozart.csv
150,300.0 to 301.875,"[2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
151,302.0 to 303.875,"[4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
152,304.0 to 305.75,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
153,306.0 to 307.75,"[1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
154,308.0 to 309.75,"[3, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
155,310.0 to 311.75,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
156,312.0 to 313.75,"[2, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]",4,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
157,314.0 to 315.75,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",3,aMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
158,316.0 to 317.875,"[1, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 0]",1,fMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
159,318.0 to 319.875,"[1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1]",5,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
160,320.0 to 321.875,"[2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
161,322.0 to 323.875,"[1, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 2]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
162,324.0 to 325.875,"[2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1]",2,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
163,326.0 to 327.5,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",7,gMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
164,328.0 to 329.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K279 iii C major.mid by Mozart.csv
