index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
52,54.0 to 54.0,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
53,55.5 to 55.75,"[0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0]",9,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
54,56.0 to 56.75,"[0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0]",1,e-Major,Piano Sonata K283 i G major.mid by Mozart.csv
55,57.0 to 57.75,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 0]",3,e-Major,Piano Sonata K283 i G major.mid by Mozart.csv
56,58.0 to 58.75,"[0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 1, 0]",1,e-Major,Piano Sonata K283 i G major.mid by Mozart.csv
57,59.0 to 59.75,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3]",4,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
58,60.0 to 60.75,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]",5,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
59,61.0 to 61.75,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3]",4,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
60,62.0 to 62.75,"[3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
61,63.0 to 63.75,"[0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 0]",7,b-Major,Piano Sonata K283 i G major.mid by Mozart.csv
62,64.0 to 64.75,"[3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0]",2,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
63,65.0 to 65.75,"[0, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 0]",9,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
64,66.0 to 66.0,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
65,67.0 to 67.0,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
66,69.0 to 69.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]",8,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
67,70.0 to 70.5,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
68,71.0 to 71.5,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
69,72.0 to 72.5,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
70,73.0 to 73.5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
71,74.0 to 74.5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
72,75.0 to 75.75,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
73,76.0 to 76.75,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
74,77.0 to 77.875,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
75,78.0 to 78.83333333,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
