index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
96,288.0 to 290.75,"[0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]",4,c#Minor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
97,291.0 to 293.75,"[3, 0, 0, 1, 0, 1, 4, 0, 0, 3, 0, 0]",8,dMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
98,294.0 to 296.75,"[2, 0, 0, 0, 3, 1, 0, 3, 0, 2, 0, 0]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
99,297.0 to 299.75,"[2, 0, 1, 0, 3, 1, 0, 4, 0, 0, 0, 1]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
100,300.0 to 302.875,"[3, 0, 2, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
101,303.0 to 305.875,"[2, 1, 1, 0, 2, 2, 1, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
102,306.0 to 308.875,"[3, 0, 2, 0, 2, 2, 0, 1, 0, 1, 0, 2]",7,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
103,309.0 to 311.875,"[2, 1, 1, 0, 2, 2, 1, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
104,312.0 to 314.875,"[2, 1, 1, 0, 2, 2, 1, 1, 0, 1, 0, 1]",1,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
105,315.0 to 317.875,"[2, 0, 1, 2, 0, 2, 1, 1, 1, 0, 1, 1]",0,g#Major,Piano Sonata K494 ii Bb major.mid by Mozart.csv
106,318.0 to 320.5,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",5,b-Major,Piano Sonata K494 ii Bb major.mid by Mozart.csv
107,321.0 to 323.75,"[2, 1, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0]",0,g#Major,Piano Sonata K494 ii Bb major.mid by Mozart.csv
108,324.0 to 326.75,"[1, 0, 1, 2, 1, 1, 1, 2, 0, 0, 0, 1]",1,e-Minor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
109,327.0 to 329.875,"[3, 0, 2, 0, 2, 3, 0, 1, 0, 1, 0, 1]",7,fMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
110,330.0 to 332.75,"[2, 0, 2, 0, 2, 1, 0, 2, 0, 1, 0, 2]",7,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
111,333.0 to 335.875,"[2, 0, 2, 1, 2, 1, 1, 1, 1, 2, 0, 1]",8,cMinor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
112,336.0 to 338.875,"[1, 0, 2, 0, 2, 2, 0, 3, 1, 1, 0, 2]",7,gMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
113,339.0 to 341.875,"[2, 1, 2, 0, 1, 1, 1, 1, 0, 1, 0, 2]",2,gMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
114,342.0 to 344.5,"[0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 2]",7,gMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
115,345.0 to 347.5,"[2, 0, 1, 0, 2, 3, 0, 2, 2, 1, 0, 2]",7,g#Minor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
116,348.0 to 350.875,"[2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1]",2,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
117,351.0 to 353.5,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",5,fMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
118,354.0 to 356.5,"[1, 0, 1, 0, 2, 3, 0, 3, 1, 1, 0, 2]",7,gMinor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
119,357.0 to 359.875,"[4, 0, 1, 0, 4, 1, 0, 4, 0, 0, 0, 1]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
120,360.0 to 362.875,"[3, 0, 1, 0, 4, 1, 0, 4, 0, 0, 0, 1]",3,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
121,363.0 to 364.5,"[3, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",1,cMajor,Piano Sonata K494 ii Bb major.mid by Mozart.csv
